,Year,G,Pos,AST,BLK,Player,FG,STL,PTS,TRB,O_Index,D_Index,Overall_Index,PPG,ASTPG,RPG,BLKPG,STLPG,FGPG
3732,1989.0,19.0,PF,17.0,30.0,Roy Tarpley,131.0,28.0,328.0,218.0,12.952631578947368,5.5052631578947375,18.45789473684211,17.263157894736842,0.8947368421052632,11.473684210526313,1.5789473684210529,1.4736842105263157,6.894736842105262
2147,1985.0,76.0,SF,152.0,57.0,Danny Vranes,186.0,76.0,440.0,436.0,4.697368421052632,2.8197368421052635,7.5171052631578945,5.789473684210527,2.0,5.7368421052631575,0.75,1.0,2.4473684210526314
3454,1989.0,78.0,PG,242.0,18.0,Brad Davis,183.0,48.0,497.0,108.0,5.315384615384615,0.8076923076923077,6.123076923076923,6.371794871794871,3.102564102564102,1.3846153846153846,0.2307692307692308,0.6153846153846154,2.3461538461538463
1511,1984.0,71.0,SG,194.0,2.0,Fred Brown,258.0,49.0,602.0,62.0,6.845070422535211,0.5647887323943662,7.409859154929577,8.47887323943662,2.732394366197183,0.8732394366197183,0.028169014084507043,0.6901408450704225,3.633802816901409
1498,1984.0,82.0,C,130.0,53.0,Kent Benson,248.0,71.0,579.0,409.0,5.562195121951219,2.4487804878048784,8.010975609756098,7.060975609756098,1.5853658536585369,4.987804878048781,0.6463414634146342,0.8658536585365854,3.024390243902439
538,1981.0,77.0,SF,120.0,18.0,Larry Kenon,454.0,75.0,1088.0,398.0,10.792207792207789,2.42987012987013,13.22207792207792,14.129870129870131,1.5584415584415583,5.1688311688311686,0.23376623376623376,0.9740259740259741,5.896103896103896
2093,1985.0,39.0,C,11.0,11.0,Tom Scheffler,21.0,8.0,52.0,76.0,1.0435897435897437,0.9256410256410256,1.9692307692307691,1.3333333333333333,0.28205128205128205,1.948717948717949,0.28205128205128205,0.20512820512820512,0.5384615384615384
1895,1985.0,76.0,PG,426.0,4.0,Johnny Davis,337.0,43.0,941.0,119.0,10.23157894736842,0.8118421052631579,11.043421052631578,12.38157894736842,5.605263157894738,1.5657894736842106,0.05263157894736842,0.5657894736842105,4.434210526315789
1148,1983.0,45.0,PF,58.0,13.0,Jeff Cook,61.0,12.0,163.0,129.0,2.9288888888888893,1.3133333333333337,4.242222222222224,3.6222222222222222,1.2888888888888892,2.8666666666666667,0.2888888888888889,0.26666666666666666,1.3555555555555556
2250,1986.0,82.0,SG,466.0,43.0,Michael Cooper,274.0,89.0,758.0,244.0,7.941463414634148,1.6731707317073172,9.614634146341464,9.24390243902439,5.682926829268293,2.975609756097561,0.5243902439024389,1.0853658536585369,3.3414634146341466
1753,1984.0,75.0,PF,72.0,22.0,Larry Smith,244.0,61.0,582.0,672.0,5.949333333333334,3.9160000000000013,9.865333333333334,7.76,0.96,8.96,0.2933333333333333,0.8133333333333334,3.2533333333333334
2714,1987.0,68.0,SF,136.0,7.0,Phil Hubbard,321.0,66.0,804.0,388.0,9.148529411764702,2.6044117647058833,11.752941176470587,11.823529411764708,2.0,5.705882352941178,0.10294117647058824,0.9705882352941176,4.720588235294118
1240,1983.0,80.0,PF,83.0,44.0,Marc Iavaroni,163.0,32.0,404.0,329.0,3.9462499999999987,1.93,5.876249999999999,5.05,1.0375,4.1125,0.55,0.4,2.0375
1486,1984.0,79.0,SF,358.0,22.0,Mark Aguirre,925.0,80.0,2330.0,469.0,22.722784810126576,2.7620253164556963,25.484810126582275,29.49367088607595,4.5316455696202524,5.936708860759492,0.27848101265822783,1.0126582278481011,11.708860759493673
676,1981.0,77.0,SG,231.0,60.0,David Thompson*,734.0,53.0,1967.0,287.0,19.435064935064933,1.9311688311688315,21.366233766233766,25.54545454545455,3.0,3.727272727272727,0.7792207792207793,0.6883116883116883,9.532467532467534
3750,1989.0,14.0,SF,7.0,4.0,Tom Tolbert,17.0,2.0,40.0,21.0,2.2214285714285715,0.7285714285714285,2.95,2.8571428571428568,0.5,1.5,0.2857142857142857,0.14285714285714285,1.2142857142857142
43,1980.0,81.0,PF,144.0,39.0,Joe Bryant,294.0,102.0,754.0,516.0,7.234567901234567,3.0703703703703704,10.30493827160494,9.308641975308642,1.7777777777777777,6.37037037037037,0.4814814814814815,1.2592592592592593,3.6296296296296298
5,1980.0,20.0,SG,26.0,4.0,Gus Bailey,16.0,7.0,38.0,28.0,1.67,0.725,2.395,1.9,1.3,1.4,0.2,0.35,0.8
2489,1986.0,82.0,SG,788.0,20.0,Reggie Theus,546.0,112.0,1503.0,304.0,15.418292682926829,1.9658536585365856,17.384146341463413,18.329268292682926,9.609756097560977,3.7073170731707314,0.24390243902439024,1.3658536585365857,6.6585365853658525
1499,1984.0,79.0,PF,520.0,69.0,Larry Bird*,758.0,144.0,1908.0,796.0,19.182278481012656,4.839240506329113,24.02151898734177,24.151898734177212,6.582278481012659,10.075949367088608,0.8734177215189873,1.8227848101265824,9.594936708860759
3526,1989.0,82.0,SF,71.0,121.0,Roy Hinson,495.0,34.0,1308.0,522.0,11.942682926829267,3.113414634146342,15.056097560975607,15.951219512195122,0.8658536585365854,6.365853658536586,1.4756097560975612,0.4146341463414634,6.036585365853658
594,1981.0,82.0,SF,139.0,52.0,Mike Mitchell,853.0,63.0,2012.0,502.0,18.554878048780484,2.8695121951219518,21.424390243902444,24.536585365853657,1.695121951219512,6.121951219512195,0.6341463414634146,0.7682926829268293,10.402439024390244
175,1980.0,80.0,C,178.0,96.0,Rich Kelley,229.0,78.0,702.0,515.0,6.8737499999999985,3.2275,10.10125,8.775,2.225,6.4375,1.2,0.975,2.8625
1755,1984.0,7.0,SG,5.0,0.0,Jim Spanarkel,7.0,6.0,24.0,7.0,2.6428571428571423,0.6571428571428571,3.2999999999999994,3.4285714285714284,0.7142857142857143,1.0,0.0,0.8571428571428571,1.0
827,1982.0,51.0,SF,76.0,6.0,Calvin Garrett,105.0,32.0,230.0,94.0,3.66078431372549,0.9607843137254902,4.621568627450981,4.5098039215686265,1.4901960784313726,1.843137254901961,0.1176470588235294,0.6274509803921569,2.0588235294117645
732,1982.0,82.0,SF,114.0,61.0,Mike Bantom,334.0,63.0,838.0,440.0,7.839024390243902,2.6,10.439024390243905,10.219512195121949,1.3902439024390243,5.365853658536587,0.7439024390243902,0.7682926829268293,4.073170731707316
2400,1986.0,77.0,C,83.0,28.0,Tim McCormick,253.0,19.0,681.0,403.0,6.735064935064934,2.2766233766233768,9.011688311688312,8.844155844155846,1.0779220779220782,5.233766233766233,0.3636363636363637,0.24675324675324675,3.2857142857142856
1533,1984.0,82.0,C,202.0,120.0,Dave Corzine,385.0,58.0,1004.0,575.0,9.532926829268293,3.4560975609756093,12.9890243902439,12.24390243902439,2.463414634146341,7.012195121951219,1.4634146341463414,0.7073170731707317,4.6951219512195115
1010,1982.0,79.0,C,59.0,224.0,Tree Rollins,202.0,35.0,483.0,611.0,4.684810126582279,4.077215189873418,8.762025316455695,6.113924050632911,0.7468354430379747,7.734177215189874,2.835443037974684,0.4430379746835443,2.556962025316456
1944,1985.0,64.0,PF,46.0,23.0,Scott Hastings,89.0,24.0,241.0,159.0,2.91875,1.2140625,4.1328125,3.765625,0.71875,2.484375,0.359375,0.375,1.390625
2517,1986.0,61.0,PF,29.0,17.0,Pete Verhoeven,90.0,29.0,206.0,160.0,2.6065573770491803,1.2754098360655737,3.881967213114754,3.3770491803278686,0.4754098360655738,2.622950819672131,0.2786885245901639,0.4754098360655738,1.475409836065574
3314,1988.0,37.0,SF,71.0,7.0,Kiki Vandeweghe,283.0,21.0,747.0,109.0,15.28108108108108,1.4054054054054057,16.686486486486487,20.18918918918919,1.9189189189189189,2.9459459459459465,0.1891891891891892,0.5675675675675675,7.648648648648647
3183,1988.0,11.0,PG,38.0,0.0,Dirk Minniefield,25.0,15.0,65.0,21.0,5.054545454545455,1.1727272727272728,6.227272727272728,5.909090909090909,3.4545454545454546,1.9090909090909087,0.0,1.3636363636363635,2.272727272727273
2485,1986.0,82.0,PG,610.0,10.0,John Stockton*,228.0,157.0,630.0,179.0,7.14390243902439,1.4841463414634148,8.628048780487807,7.682926829268293,7.439024390243902,2.1829268292682933,0.12195121951219512,1.9146341463414636,2.7804878048780486
3048,1988.0,80.0,SF,377.0,23.0,Alex English*,843.0,70.0,2000.0,373.0,19.49625,2.21375,21.71,25.0,4.7125,4.6625,0.2875,0.875,10.5375
2473,1986.0,64.0,SF,237.0,22.0,Purvis Short,633.0,92.0,1632.0,329.0,19.5796875,2.590625,22.1703125,25.5,3.703125,5.140625,0.34375,1.4375,9.890625
1569,1984.0,77.0,SF,309.0,139.0,Julius Erving*,678.0,141.0,1727.0,532.0,17.38311688311688,3.8545454545454554,21.237662337662336,22.428571428571423,4.012987012987013,6.909090909090909,1.8051948051948048,1.8311688311688312,8.805194805194805
1452,1983.0,33.0,C,120.0,119.0,Bill Walton*,200.0,34.0,465.0,323.0,11.196969696969695,5.306060606060607,16.503030303030304,14.090909090909092,3.636363636363636,9.787878787878787,3.6060606060606064,1.0303030303030305,6.0606060606060606
1540,1984.0,81.0,PF,139.0,57.0,Terry Cummings,737.0,92.0,1854.0,777.0,17.275308641975307,4.388888888888889,21.6641975308642,22.88888888888889,1.7160493827160497,9.592592592592592,0.7037037037037037,1.1358024691358024,9.098765432098766
3790,1989.0,76.0,C,124.0,134.0,Herb Williams,322.0,46.0,777.0,593.0,7.906578947368421,3.8315789473684223,11.73815789473684,10.223684210526317,1.631578947368421,7.802631578947367,1.7631578947368418,0.6052631578947368,4.2368421052631575
1546,1984.0,75.0,PG,326.0,6.0,Johnny Davis,354.0,62.0,925.0,139.0,9.974666666666668,1.0133333333333334,10.988,12.333333333333336,4.346666666666667,1.8533333333333333,0.08,0.8266666666666667,4.72
854,1982.0,75.0,SG,306.0,7.0,Tom Henderson,183.0,55.0,471.0,138.0,5.456,0.984,6.44,6.28,4.08,1.84,0.09333333333333334,0.7333333333333333,2.44
1888,1985.0,81.0,C,83.0,42.0,Earl Cureton,207.0,56.0,496.0,419.0,4.746913580246914,2.432098765432099,7.179012345679013,6.1234567901234565,1.0246913580246917,5.1728395061728385,0.5185185185185185,0.6913580246913579,2.555555555555556
777,1982.0,79.0,SG,148.0,24.0,Don Collins,334.0,89.0,790.0,196.0,7.7974683544303796,1.4215189873417724,9.218987341772152,10.0,1.8734177215189876,2.481012658227848,0.3037974683544304,1.1265822784810129,4.227848101265823
137,1980.0,81.0,PF,129.0,189.0,Elvin Hayes*,761.0,62.0,1859.0,896.0,17.323456790123462,5.354320987654321,22.67777777777778,22.950617283950614,1.5925925925925926,11.061728395061726,2.333333333333333,0.7654320987654321,9.395061728395063
2307,1986.0,80.0,PG,411.0,6.0,Rickey Green,357.0,106.0,932.0,135.0,9.62875,1.095,10.72375,11.65,5.1375,1.6875,0.075,1.325,4.4625
200,1980.0,77.0,PG,417.0,28.0,Allen Leavell,330.0,127.0,843.0,184.0,9.175324675324674,1.5597402597402599,10.735064935064932,10.948051948051946,5.415584415584417,2.389610389610389,0.3636363636363637,1.6493506493506491,4.285714285714286
27,1980.0,79.0,PF,161.0,37.0,Tom Boswell,346.0,29.0,903.0,442.0,8.846835443037973,2.4886075949367092,11.33544303797468,11.430379746835447,2.037974683544304,5.594936708860758,0.4683544303797468,0.3670886075949367,4.379746835443038
2113,1985.0,82.0,PG,415.0,11.0,John Stockton*,157.0,109.0,458.0,105.0,5.113414634146341,0.951219512195122,6.064634146341463,5.585365853658537,5.060975609756096,1.2804878048780488,0.13414634146341464,1.329268292682927,1.9146341463414636
3718,1989.0,80.0,SG,140.0,40.0,Otis Smith,311.0,88.0,803.0,330.0,7.764999999999999,2.13,9.895,10.0375,1.75,4.125,0.5,1.1,3.8875
15,1980.0,6.0,PF,7.0,4.0,Ron Behagen,9.0,0.0,23.0,14.0,3.0666666666666664,1.1333333333333335,4.2,3.8333333333333335,1.1666666666666667,2.333333333333333,0.6666666666666666,0.0,1.5
2156,1985.0,70.0,PG,381.0,10.0,Ennis Whatley,140.0,66.0,349.0,101.0,4.7785714285714285,0.9028571428571428,5.681428571428572,4.985714285714286,5.442857142857144,1.4428571428571428,0.14285714285714285,0.9428571428571428,2.0
1513,1984.0,29.0,C,13.0,11.0,Wallace Bryant,52.0,9.0,118.0,80.0,3.1172413793103444,1.3103448275862069,4.42758620689655,4.068965517241379,0.4482758620689655,2.7586206896551726,0.3793103448275862,0.3103448275862069,1.7931034482758617
281,1980.0,81.0,PF,62.0,23.0,Bill Robinzine,362.0,106.0,925.0,526.0,8.593827160493827,3.0753086419753086,11.669135802469134,11.419753086419751,0.7654320987654321,6.493827160493827,0.2839506172839506,1.308641975308642,4.469135802469137
2690,1987.0,79.0,PF,237.0,50.0,Dave Greenwood,336.0,71.0,916.0,783.0,9.141772151898731,4.424050632911394,13.565822784810125,11.594936708860759,3.0,9.911392405063289,0.6329113924050633,0.8987341772151899,4.253164556962025
2483,1986.0,79.0,C,206.0,69.0,Steve Stipanovich,416.0,75.0,1076.0,623.0,10.582278481012658,3.7012658227848103,14.283544303797466,13.620253164556964,2.607594936708861,7.886075949367089,0.8734177215189873,0.9493670886075948,5.265822784810126
1788,1984.0,80.0,SF,132.0,54.0,Danny Vranes,258.0,51.0,669.0,395.0,6.50625,2.36875,8.875,8.3625,1.65,4.9375,0.675,0.6375,3.225
2528,1986.0,79.0,SF,83.0,22.0,Scott Wedman,286.0,38.0,634.0,192.0,6.189873417721517,1.2000000000000002,7.3898734177215175,8.025316455696203,1.0506329113924051,2.4303797468354436,0.27848101265822783,0.4810126582278481,3.620253164556962
436,1981.0,29.0,SF,9.0,1.0,Jacky Dorsey,20.0,9.0,53.0,88.0,1.4103448275862065,1.3172413793103448,2.7275862068965515,1.827586206896552,0.3103448275862069,3.034482758620689,0.03448275862068965,0.3103448275862069,0.6896551724137931
2244,1986.0,36.0,PG,43.0,1.0,Lester Conner,51.0,24.0,144.0,62.0,3.180555555555556,0.8972222222222221,4.0777777777777775,4.0,1.1944444444444444,1.7222222222222223,0.027777777777777776,0.6666666666666666,1.4166666666666667
2355,1986.0,80.0,C,74.0,61.0,Caldwell Jones,126.0,38.0,376.0,355.0,3.6325,2.14625,5.77875,4.7,0.925,4.4375,0.7625,0.475,1.575
2228,1986.0,82.0,SF,45.0,7.0,Tony Campbell,294.0,62.0,648.0,236.0,6.0,1.4036585365853658,7.403658536585365,7.902439024390245,0.5487804878048781,2.8780487804878048,0.08536585365853659,0.7560975609756098,3.5853658536585367
749,1982.0,25.0,SG,67.0,7.0,Ron Brewer,182.0,23.0,444.0,50.0,13.696,1.16,14.856,17.76,2.68,2.0,0.28,0.92,7.28
1377,1983.0,64.0,PG,432.0,24.0,Micheal Ray,346.0,182.0,806.0,295.0,10.70625,2.809375,13.515625,12.59375,6.75,4.609375,0.375,2.84375,5.40625
1167,1983.0,74.0,SF,73.0,22.0,Charles Davis,251.0,32.0,560.0,213.0,5.833783783783784,1.3702702702702705,7.204054054054056,7.567567567567567,0.9864864864864864,2.8783783783783785,0.2972972972972973,0.4324324324324325,3.391891891891892
2820,1987.0,58.0,PF,35.0,34.0,Ben Poquette,62.0,9.0,164.0,101.0,2.2068965517241383,0.9189655172413796,3.125862068965517,2.827586206896552,0.603448275862069,1.7413793103448276,0.5862068965517241,0.15517241379310345,1.0689655172413792
3109,1988.0,61.0,SG,118.0,25.0,Dennis Hopson,222.0,57.0,587.0,143.0,7.486885245901639,1.340983606557377,8.827868852459016,9.62295081967213,1.9344262295081969,2.344262295081968,0.4098360655737705,0.9344262295081968,3.639344262295082
3264,1988.0,4.0,SF,1.0,1.0,Carey Scurry,1.0,2.0,2.0,3.0,0.425,0.525,0.95,0.5,0.25,0.75,0.25,0.5,0.25
3484,1989.0,41.0,SF,10.0,6.0,Duane Ferrell,35.0,7.0,100.0,41.0,1.8414634146341464,0.4951219512195123,2.3365853658536593,2.4390243902439024,0.24390243902439024,1.0,0.14634146341463414,0.17073170731707318,0.8536585365853658
1563,1984.0,72.0,C,184.0,30.0,James Edwards,438.0,23.0,1059.0,348.0,11.415277777777776,2.154166666666667,13.569444444444445,14.708333333333336,2.555555555555556,4.833333333333333,0.4166666666666667,0.3194444444444444,6.083333333333332
1476,1983.0,52.0,SF,56.0,16.0,Bill Willoughby,136.0,24.0,319.0,190.0,4.7711538461538465,1.6923076923076923,6.463461538461537,6.134615384615384,1.0769230769230769,3.6538461538461537,0.3076923076923077,0.4615384615384616,2.6153846153846154
851,1982.0,26.0,C,24.0,18.0,Steve Hayes,46.0,3.0,117.0,100.0,3.511538461538461,1.7807692307692309,5.292307692307691,4.5,0.9230769230769232,3.8461538461538463,0.6923076923076923,0.1153846153846154,1.7692307692307692
1462,1983.0,80.0,SF,182.0,17.0,Jamaal Wilkes*,684.0,65.0,1571.0,343.0,15.056249999999995,2.0225,17.078749999999996,19.6375,2.275,4.2875,0.2125,0.8125,8.55
560,1981.0,8.0,PG,7.0,0.0,Ronnie Lester,10.0,2.0,30.0,6.0,2.925,0.3750000000000001,3.3,3.75,0.875,0.75,0.0,0.25,1.25
79,1980.0,45.0,SF,178.0,36.0,Bob Dandridge,329.0,29.0,783.0,246.0,13.70222222222222,2.62,16.32222222222222,17.4,3.955555555555556,5.466666666666668,0.8,0.6444444444444445,7.311111111111112
3618,1989.0,39.0,C,10.0,3.0,Mark McNamara,32.0,4.0,113.0,100.0,2.1615384615384614,1.0794871794871794,3.241025641025641,2.8974358974358974,0.2564102564102564,2.5641025641025643,0.07692307692307693,0.10256410256410256,0.8205128205128205
1478,1983.0,57.0,SG,156.0,4.0,Brian Winters,255.0,45.0,605.0,110.0,8.424561403508774,1.0298245614035089,9.45438596491228,10.614035087719298,2.736842105263158,1.9298245614035088,0.07017543859649122,0.7894736842105263,4.473684210526316
622,1981.0,42.0,SG,77.0,2.0,Stan Pietkiewicz,57.0,15.0,144.0,42.0,2.9023809523809527,0.5214285714285715,3.423809523809524,3.4285714285714284,1.8333333333333333,1.0,0.047619047619047616,0.35714285714285715,1.3571428571428572
874,1982.0,79.0,C,127.0,112.0,Clemon Johnson,312.0,60.0,747.0,571.0,7.3354430379746836,3.5443037974683542,10.879746835443036,9.455696202531646,1.6075949367088609,7.227848101265822,1.4177215189873418,0.7594936708860759,3.949367088607595
2900,1987.0,51.0,SF,85.0,17.0,Jay Vincent,274.0,40.0,678.0,210.0,10.176470588235292,1.9823529411764704,12.158823529411766,13.294117647058822,1.6666666666666667,4.117647058823529,0.3333333333333333,0.7843137254901961,5.372549019607844
3691,1989.0,3.0,C,0.0,0.0,Jim Rowinski,1.0,0.0,3.0,3.0,0.7333333333333333,0.4000000000000001,1.1333333333333333,1.0,0.0,1.0,0.0,0.0,0.3333333333333333
3742,1989.0,80.0,C,48.0,59.0,Mychal Thompson,291.0,58.0,738.0,467.0,6.941250000000001,2.77375,9.715000000000002,9.225,0.6,5.8375,0.7375,0.725,3.6375
398,1981.0,39.0,SG,49.0,2.0,Austin Carr,80.0,14.0,192.0,52.0,3.9025641025641034,0.6564102564102564,4.558974358974359,4.9230769230769225,1.2564102564102564,1.3333333333333333,0.05128205128205128,0.35897435897435903,2.051282051282051
3169,1988.0,81.0,SF,264.0,51.0,Rodney McCray,359.0,57.0,1006.0,631.0,9.788888888888888,3.5160493827160497,13.30493827160494,12.419753086419751,3.2592592592592586,7.790123456790122,0.6296296296296297,0.7037037037037037,4.432098765432099
3485,1989.0,76.0,PG,494.0,12.0,Vern Fleming,419.0,77.0,1084.0,310.0,11.835526315789476,1.982894736842105,13.818421052631582,14.26315789473684,6.5,4.078947368421051,0.15789473684210525,1.013157894736842,5.5131578947368425
1160,1983.0,14.0,C,7.0,5.0,Geoff Crompton,14.0,3.0,31.0,48.0,1.75,1.542857142857143,3.2928571428571427,2.2142857142857144,0.5,3.4285714285714284,0.35714285714285715,0.21428571428571427,1.0
2674,1987.0,44.0,SF,60.0,11.0,Kenny Fields,153.0,31.0,381.0,146.0,6.6818181818181825,1.6136363636363635,8.295454545454545,8.659090909090908,1.3636363636363635,3.3181818181818183,0.25,0.7045454545454546,3.477272727272727
2311,1986.0,76.0,SF,119.0,13.0,Ernie Grunfeld,148.0,39.0,412.0,206.0,4.302631578947368,1.2894736842105263,5.592105263157895,5.421052631578949,1.5657894736842106,2.7105263157894743,0.17105263157894735,0.5131578947368421,1.947368421052632
3772,1989.0,72.0,C,29.0,41.0,Chris Welp,99.0,23.0,246.0,193.0,2.6097222222222216,1.338888888888889,3.948611111111111,3.4166666666666665,0.4027777777777778,2.680555555555556,0.5694444444444444,0.3194444444444444,1.375
1351,1983.0,46.0,SF,82.0,11.0,Mike O'Koren,136.0,42.0,308.0,114.0,5.339130434782608,1.3369565217391304,6.67608695652174,6.695652173913044,1.7826086956521738,2.4782608695652173,0.2391304347826087,0.9130434782608696,2.9565217391304346
706,1981.0,33.0,PF,11.0,6.0,Michael Wiley,76.0,8.0,188.0,64.0,4.284848484848485,0.9030303030303032,5.187878787878788,5.696969696969697,0.3333333333333333,1.9393939393939397,0.18181818181818185,0.24242424242424246,2.303030303030303
2947,1988.0,79.0,C,42.0,27.0,Mark Acres,108.0,29.0,287.0,270.0,2.7860759493670884,1.579746835443038,4.365822784810127,3.632911392405063,0.5316455696202531,3.4177215189873418,0.34177215189873417,0.3670886075949367,1.3670886075949369
2821,1987.0,37.0,PF,28.0,22.0,Ben Poquette,41.0,6.0,113.0,77.0,2.4,1.0594594594594593,3.459459459459459,3.0540540540540535,0.7567567567567568,2.081081081081081,0.5945945945945946,0.16216216216216214,1.108108108108108
2940,1987.0,82.0,SF,226.0,83.0,James Worthy*,651.0,108.0,1594.0,466.0,14.952439024390245,2.9719512195121958,17.924390243902433,19.439024390243897,2.756097560975609,5.682926829268293,1.0121951219512195,1.3170731707317074,7.939024390243902
2698,1987.0,8.0,PF,0.0,0.0,Cedric Henderson,4.0,0.0,11.0,8.0,1.0125,0.4,1.4125,1.375,0.0,1.0,0.0,0.0,0.5
3146,1988.0,3.0,SF,0.0,0.0,Jeff Lamp,0.0,0.0,2.0,0.0,0.4666666666666666,0.0,0.4666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
1953,1985.0,80.0,SG,350.0,8.0,Jay Humphries,279.0,107.0,703.0,164.0,7.375,1.2512500000000002,8.62625,8.7875,4.375,2.05,0.1,1.3375,3.4875
1746,1984.0,65.0,SF,48.0,20.0,Alvin Scott,55.0,19.0,167.0,100.0,2.0307692307692307,0.7953846153846155,2.8261538461538462,2.569230769230769,0.7384615384615385,1.5384615384615383,0.3076923076923077,0.2923076923076923,0.8461538461538461
2143,1985.0,75.0,PG,522.0,5.0,Darnell Valentine,321.0,143.0,872.0,219.0,9.958666666666666,1.76,11.718666666666666,11.626666666666667,6.96,2.92,0.06666666666666668,1.9066666666666667,4.28
2105,1985.0,80.0,PF,96.0,54.0,Larry Smith,366.0,78.0,887.0,869.0,8.458749999999998,4.84,13.298749999999998,11.0875,1.2,10.8625,0.675,0.975,4.575
2335,1986.0,82.0,PG,342.0,4.0,Geoff Huston,140.0,38.0,345.0,65.0,3.95,0.4707317073170732,4.420731707317073,4.2073170731707314,4.170731707317073,0.7926829268292683,0.04878048780487805,0.4634146341463415,1.7073170731707317
2268,1986.0,70.0,SG,361.0,3.0,Walter Davis,624.0,99.0,1523.0,203.0,17.15285714285714,1.5971428571428572,18.75,21.757142857142853,5.1571428571428575,2.9,0.042857142857142864,1.4142857142857144,8.914285714285715
476,1981.0,82.0,SF,251.0,67.0,Bob Gross,253.0,90.0,641.0,328.0,6.392682926829269,2.174390243902439,8.567073170731707,7.817073170731707,3.0609756097560976,4.0,0.8170731707317073,1.0975609756097562,3.0853658536585367
3659,1989.0,29.0,PF,44.0,23.0,Ed Pinckney,95.0,29.0,293.0,148.0,7.703448275862068,2.5793103448275865,10.282758620689657,10.103448275862071,1.5172413793103448,5.1034482758620685,0.7931034482758621,1.0,3.2758620689655173
2091,1985.0,33.0,PF,7.0,4.0,Wayne Sappleton,41.0,7.0,96.0,75.0,2.2030303030303027,1.009090909090909,3.212121212121212,2.9090909090909087,0.21212121212121213,2.272727272727273,0.12121212121212123,0.21212121212121213,1.2424242424242424
310,1980.0,82.0,PG,426.0,17.0,Ricky Sobers,470.0,136.0,1161.0,242.0,11.523170731707316,1.7402439024390242,13.26341463414634,14.158536585365852,5.1951219512195115,2.9512195121951224,0.2073170731707317,1.6585365853658536,5.7317073170731705
298,1980.0,8.0,SG,14.0,0.0,Ralph Simpson,18.0,9.0,41.0,11.0,4.1625,0.8875,5.05,5.125,1.75,1.375,0.0,1.125,2.25
1870,1985.0,53.0,C,19.0,42.0,Ron Cavenall,28.0,12.0,78.0,166.0,1.1547169811320754,1.5584905660377355,2.7132075471698114,1.4716981132075468,0.3584905660377358,3.1320754716981134,0.7924528301886793,0.22641509433962265,0.5283018867924528
3297,1988.0,82.0,PF,266.0,56.0,Otis Thorpe,622.0,62.0,1704.0,837.0,15.953658536585367,4.514634146341464,20.46829268292683,20.780487804878053,3.2439024390243905,10.207317073170731,0.6829268292682927,0.7560975609756098,7.585365853658537
432,1981.0,76.0,C,109.0,112.0,Darryl Dawkins,423.0,38.0,1065.0,545.0,10.65263157894737,3.4605263157894735,14.113157894736846,14.01315789473684,1.4342105263157894,7.171052631578947,1.4736842105263157,0.5,5.565789473684211
2225,1986.0,8.0,C,4.0,3.0,Wallace Bryant,4.0,2.0,13.0,20.0,1.2875,1.1875,2.475,1.625,0.5,2.5,0.375,0.25,0.5
3652,1989.0,78.0,PF,127.0,92.0,Sam Perkins,445.0,76.0,1171.0,688.0,11.405128205128205,4.1743589743589755,15.579487179487176,15.012820512820511,1.6282051282051282,8.820512820512821,1.1794871794871795,0.9743589743589745,5.705128205128204
988,1982.0,54.0,SG,61.0,6.0,Roger Phegley,129.0,20.0,308.0,83.0,4.457407407407407,0.7592592592592593,5.216666666666667,5.703703703703702,1.1296296296296295,1.5370370370370368,0.1111111111111111,0.3703703703703704,2.3888888888888893
2383,1986.0,62.0,SG,82.0,13.0,John Long,264.0,41.0,620.0,98.0,7.6903225806451605,0.8935483870967742,8.583870967741936,10.0,1.3225806451612905,1.5806451612903225,0.20967741935483872,0.6612903225806451,4.258064516129032
2782,1987.0,59.0,PF,46.0,16.0,Chris McNealy,88.0,36.0,228.0,227.0,3.0101694915254242,1.8033898305084743,4.813559322033898,3.864406779661017,0.7796610169491526,3.8474576271186436,0.2711864406779661,0.6101694915254238,1.4915254237288136
2774,1987.0,63.0,PF,84.0,8.0,Ben McDonald,164.0,27.0,353.0,183.0,4.4492063492063485,1.3285714285714283,5.777777777777778,5.603174603174603,1.3333333333333333,2.9047619047619047,0.12698412698412698,0.42857142857142855,2.6031746031746037
2785,1987.0,11.0,PG,13.0,1.0,Dirk Minniefield,13.0,6.0,27.0,10.0,2.0727272727272723,0.5545454545454546,2.627272727272727,2.4545454545454546,1.181818181818182,0.9090909090909092,0.09090909090909093,0.5454545454545454,1.181818181818182
670,1981.0,82.0,SF,232.0,20.0,Jim Spanarkel,404.0,117.0,1184.0,297.0,11.165853658536584,1.95,13.115853658536587,14.439024390243905,2.8292682926829267,3.6219512195121952,0.24390243902439024,1.4268292682926829,4.926829268292684
2194,1986.0,77.0,SF,144.0,6.0,Ron Anderson,310.0,56.0,707.0,274.0,7.203896103896103,1.6649350649350652,8.868831168831168,9.181818181818182,1.87012987012987,3.5584415584415585,0.07792207792207792,0.7272727272727273,4.025974025974026
3320,1988.0,11.0,PG,34.0,1.0,Mark Wade,3.0,7.0,8.0,15.0,1.1545454545454543,0.7636363636363637,1.9181818181818184,0.7272727272727273,3.0909090909090913,1.3636363636363635,0.09090909090909093,0.6363636363636364,0.2727272727272727
