,Year,G,Pos,AST,BLK,Player,FG,STL,PTS,TRB,O_Index,D_Index,Overall_Index,PPG,ASTPG,RPG,BLKPG,STLPG,FGPG
3422,1989.0,63.0,SF,47.0,6.0,Tony Campbell,158.0,37.0,388.0,130.0,4.71111111111111,1.03015873015873,5.74126984126984,6.158730158730159,0.7460317460317459,2.063492063492064,0.09523809523809523,0.5873015873015873,2.5079365079365084
608,1981.0,44.0,SF,15.0,1.0,Mike Niles,48.0,8.0,115.0,58.0,2.006818181818182,0.5886363636363637,2.5954545454545457,2.613636363636364,0.3409090909090909,1.318181818181818,0.022727272727272728,0.18181818181818185,1.0909090909090908
882,1982.0,78.0,SG,743.0,34.0,Magic Johnson*,556.0,208.0,1447.0,751.0,15.603846153846153,4.782051282051282,20.385897435897434,18.55128205128205,9.525641025641026,9.628205128205126,0.4358974358974359,2.6666666666666665,7.128205128205129
2149,1985.0,82.0,PG,408.0,21.0,Darrell Walker,430.0,167.0,1103.0,278.0,10.935365853658539,2.0439024390243903,12.979268292682926,13.451219512195122,4.975609756097562,3.3902439024390243,0.25609756097560976,2.0365853658536586,5.243902439024391
317,1980.0,62.0,PF,109.0,10.0,Rudy Tomjanovich,370.0,32.0,880.0,358.0,10.883870967741935,2.512903225806452,13.396774193548387,14.193548387096774,1.7580645161290325,5.774193548387097,0.16129032258064516,0.5161290322580645,5.96774193548387
3260,1988.0,82.0,SF,159.0,32.0,Detlef Schrempf,246.0,42.0,698.0,279.0,6.646341463414633,1.6317073170731708,8.278048780487802,8.512195121951219,1.9390243902439024,3.402439024390244,0.3902439024390244,0.5121951219512195,3.0
488,1981.0,78.0,PF,122.0,72.0,Gar Heard,149.0,104.0,377.0,348.0,3.8871794871794867,2.4615384615384617,6.348717948717949,4.833333333333333,1.5641025641025639,4.461538461538462,0.9230769230769232,1.3333333333333333,1.9102564102564104
2752,1987.0,75.0,C,110.0,180.0,Alton Lister,346.0,32.0,871.0,705.0,8.883999999999997,4.6080000000000005,13.492,11.613333333333333,1.4666666666666666,9.4,2.4,0.4266666666666667,4.613333333333333
156,1980.0,79.0,C,115.0,121.0,Clemon Johnson,199.0,48.0,472.0,394.0,4.725316455696202,2.636708860759494,7.362025316455697,5.974683544303797,1.4556962025316456,4.987341772151898,1.5316455696202531,0.6075949367088608,2.518987341772152
1723,1984.0,69.0,SG,155.0,23.0,Clint Richardson,221.0,49.0,521.0,165.0,6.055072463768116,1.2695652173913046,7.324637681159421,7.550724637681159,2.246376811594203,2.391304347826087,0.3333333333333333,0.7101449275362319,3.2028985507246377
523,1981.0,79.0,PF,78.0,48.0,Reggie Johnson,340.0,45.0,808.0,358.0,7.787341772151897,2.165822784810127,9.953164556962024,10.227848101265822,0.9873417721518988,4.5316455696202524,0.6075949367088608,0.569620253164557,4.30379746835443
3632,1989.0,24.0,SF,18.0,3.0,Calvin Natt,47.0,8.0,151.0,78.0,4.749999999999999,1.4375,6.187499999999999,6.291666666666668,0.75,3.25,0.125,0.3333333333333333,1.9583333333333333
2108,1985.0,79.0,PG,557.0,9.0,Rory Sparrow,326.0,81.0,781.0,169.0,8.743037974683544,1.19746835443038,9.940506329113923,9.886075949367088,7.050632911392405,2.1392405063291138,0.1139240506329114,1.0253164556962024,4.1265822784810124
3723,1989.0,35.0,PG,37.0,4.0,Everette Stephens,23.0,9.0,65.0,23.0,1.5771428571428572,0.3742857142857143,1.9514285714285715,1.8571428571428568,1.0571428571428572,0.6571428571428571,0.11428571428571427,0.2571428571428571,0.6571428571428571
334,1980.0,82.0,SG,416.0,35.0,Paul Westphal,692.0,119.0,1792.0,187.0,17.15609756097561,1.4756097560975612,18.63170731707317,21.853658536585368,5.073170731707316,2.2804878048780486,0.4268292682926829,1.451219512195122,8.439024390243903
1979,1985.0,44.0,PF,29.0,29.0,Edgar Jones,130.0,20.0,342.0,171.0,5.868181818181817,1.8886363636363641,7.756818181818183,7.772727272727272,0.6590909090909091,3.886363636363636,0.6590909090909091,0.4545454545454545,2.9545454545454546
834,1982.0,82.0,PF,262.0,93.0,Dave Greenwood,480.0,70.0,1200.0,786.0,11.468292682926831,4.430487804878049,15.898780487804878,14.634146341463413,3.1951219512195124,9.585365853658537,1.1341463414634143,0.8536585365853658,5.853658536585367
1973,1985.0,42.0,C,34.0,31.0,Caldwell Jones,53.0,12.0,142.0,211.0,2.6547619047619047,2.3166666666666664,4.971428571428572,3.3809523809523814,0.8095238095238095,5.023809523809524,0.7380952380952381,0.2857142857142857,1.261904761904762
1080,1982.0,61.0,SG,253.0,9.0,Brian Winters,404.0,57.0,967.0,170.0,12.588524590163932,1.4393442622950818,14.027868852459015,15.852459016393444,4.147540983606556,2.7868852459016398,0.14754098360655735,0.9344262295081968,6.6229508196721305
3610,1989.0,81.0,C,54.0,24.0,Tim McCormick,169.0,18.0,425.0,261.0,4.014814814814815,1.4444444444444446,5.45925925925926,5.246913580246914,0.6666666666666666,3.2222222222222223,0.2962962962962963,0.2222222222222222,2.08641975308642
568,1981.0,82.0,PG,160.0,5.0,Kyle Macy,272.0,76.0,663.0,132.0,6.38170731707317,0.9402439024390244,7.321951219512194,8.085365853658537,1.951219512195122,1.6097560975609757,0.06097560975609756,0.9268292682926829,3.317073170731707
1203,1983.0,19.0,SG,89.0,3.0,World B.,164.0,15.0,434.0,44.0,17.789473684210524,1.2105263157894737,19.0,22.842105263157894,4.684210526315789,2.3157894736842106,0.15789473684210525,0.7894736842105263,8.631578947368421
1647,1984.0,5.0,PF,2.0,0.0,Bruce Kuczenski,5.0,0.0,14.0,9.0,2.14,0.72,2.8599999999999994,2.8,0.4,1.8,0.0,0.0,1.0
558,1981.0,79.0,PG,384.0,15.0,Allen Leavell,258.0,97.0,642.0,134.0,6.987341772151898,1.1037974683544305,8.09113924050633,8.126582278481013,4.860759493670887,1.6962025316455696,0.18987341772151897,1.2278481012658229,3.2658227848101267
1824,1984.0,71.0,SG,175.0,28.0,Mike Woodson,389.0,83.0,1027.0,175.0,11.16619718309859,1.4549295774647888,12.621126760563381,14.464788732394366,2.4647887323943656,2.4647887323943656,0.39436619718309857,1.1690140845070425,5.478873239436621
3004,1988.0,75.0,PF,65.0,70.0,Dallas Comegys,156.0,36.0,418.0,218.0,4.282666666666667,1.586666666666667,5.8693333333333335,5.573333333333332,0.8666666666666667,2.9066666666666667,0.9333333333333332,0.48,2.08
3313,1988.0,79.0,PG,382.0,8.0,Darnell Valentine,223.0,122.0,562.0,156.0,6.229113924050632,1.2835443037974683,7.512658227848102,7.113924050632911,4.835443037974684,1.9746835443037976,0.10126582278481013,1.5443037974683544,2.8227848101265822
3556,1989.0,43.0,PF,18.0,16.0,Charles Jones,38.0,18.0,110.0,140.0,1.9627906976744187,1.5395348837209304,3.502325581395349,2.5581395348837206,0.4186046511627907,3.255813953488372,0.372093023255814,0.4186046511627907,0.8837209302325582
3784,1989.0,52.0,C,17.0,4.0,Jerome Whitehead,69.0,22.0,168.0,129.0,2.4596153846153843,1.1423076923076925,3.6019230769230766,3.2307692307692313,0.3269230769230769,2.480769230769231,0.07692307692307693,0.4230769230769231,1.3269230769230769
3499,1989.0,72.0,PF,42.0,3.0,Ron Grandison,59.0,18.0,177.0,92.0,1.9194444444444445,0.5986111111111111,2.5180555555555557,2.458333333333333,0.5833333333333334,1.2777777777777777,0.04166666666666666,0.25,0.8194444444444444
318,1980.0,23.0,PF,12.0,5.0,Bernard Toone,23.0,4.0,55.0,34.0,1.8782608695652172,0.7086956521739131,2.5869565217391304,2.391304347826087,0.5217391304347826,1.4782608695652173,0.21739130434782608,0.17391304347826084,1.0
3801,1989.0,64.0,SF,111.0,2.0,Randy Wittman,130.0,23.0,291.0,80.0,3.7328125,0.6171875,4.35,4.546875,1.734375,1.25,0.03125,0.359375,2.03125
1115,1983.0,62.0,SG,239.0,16.0,Otis Birdsong,426.0,85.0,936.0,150.0,12.0258064516129,1.4564516129032257,13.482258064516127,15.096774193548386,3.85483870967742,2.419354838709677,0.25806451612903225,1.3709677419354838,6.870967741935483
2397,1986.0,76.0,SF,215.0,29.0,Cedric Maxwell,314.0,61.0,1075.0,624.0,10.880263157894735,3.639473684210527,14.519736842105265,14.144736842105265,2.8289473684210527,8.210526315789473,0.3815789473684211,0.8026315789473685,4.131578947368421
3400,1989.0,29.0,PF,20.0,13.0,Walter Berry,108.0,10.0,259.0,115.0,6.7620689655172415,1.8241379310344827,8.586206896551724,8.931034482758621,0.6896551724137931,3.9655172413793114,0.4482758620689655,0.3448275862068966,3.724137931034482
2660,1987.0,14.0,C,19.0,7.0,James Edwards,57.0,6.0,168.0,60.0,9.078571428571427,1.9928571428571429,11.071428571428573,12.0,1.3571428571428572,4.285714285714286,0.5,0.42857142857142855,4.071428571428571
378,1981.0,80.0,PG,452.0,17.0,Mike Bratz,319.0,136.0,802.0,198.0,8.54625,1.56375,10.11,10.025,5.65,2.475,0.2125,1.7,3.9875
2171,1985.0,75.0,C,252.0,134.0,Herb Williams,575.0,54.0,1375.0,634.0,14.271999999999998,4.133333333333334,18.405333333333328,18.33333333333333,3.36,8.453333333333333,1.7866666666666666,0.72,7.666666666666668
1346,1983.0,6.0,C,0.0,12.0,Chuck Nevitt,11.0,1.0,23.0,17.0,2.8666666666666667,1.7833333333333334,4.65,3.8333333333333335,0.0,2.833333333333333,2.0,0.16666666666666666,1.8333333333333333
1182,1983.0,82.0,PG,200.0,5.0,John Duren,163.0,66.0,369.0,107.0,3.836585365853659,0.7817073170731709,4.61829268292683,4.5,2.4390243902439024,1.304878048780488,0.06097560975609756,0.8048780487804879,1.9878048780487805
696,1981.0,13.0,PG,37.0,1.0,Jo Jo,36.0,11.0,83.0,21.0,5.315384615384615,0.9230769230769232,6.2384615384615385,6.384615384615384,2.8461538461538463,1.6153846153846154,0.07692307692307693,0.8461538461538461,2.769230769230769
639,1981.0,63.0,PF,105.0,52.0,Cliff Robinson,525.0,58.0,1229.0,481.0,14.822222222222221,3.5777777777777784,18.4,19.50793650793651,1.6666666666666667,7.634920634920635,0.8253968253968254,0.9206349206349206,8.333333333333334
375,1981.0,52.0,SG,161.0,8.0,Ron Boone,160.0,33.0,406.0,84.0,6.392307692307693,0.8826923076923077,7.274999999999999,7.8076923076923075,3.0961538461538463,1.6153846153846154,0.15384615384615385,0.6346153846153846,3.0769230769230766
2488,1986.0,82.0,SG,115.0,34.0,Terry Teagle,475.0,71.0,1165.0,235.0,10.80487804878049,1.5304878048780488,12.335365853658535,14.207317073170733,1.4024390243902438,2.865853658536585,0.4146341463414634,0.8658536585365854,5.7926829268292686
3103,1988.0,43.0,SG,109.0,0.0,Craig Hodges,155.0,30.0,397.0,46.0,7.330232558139534,0.6372093023255815,7.967441860465117,9.232558139534882,2.5348837209302326,1.069767441860465,0.0,0.6976744186046512,3.6046511627906983
628,1981.0,25.0,SF,17.0,1.0,Wally Rank,21.0,7.0,55.0,30.0,1.76,0.5760000000000001,2.3360000000000003,2.2,0.68,1.2,0.04,0.28,0.84
3423,1989.0,78.0,PF,91.0,62.0,Antoine Carr,226.0,31.0,582.0,274.0,5.746153846153847,1.7628205128205132,7.50897435897436,7.461538461538463,1.1666666666666667,3.5128205128205128,0.7948717948717948,0.3974358974358974,2.8974358974358974
2677,1987.0,20.0,SG,30.0,4.0,World B.,39.0,5.0,116.0,19.0,4.555,0.515,5.0699999999999985,5.8,1.5,0.95,0.2,0.25,1.95
1627,1984.0,1.0,PF,0.0,0.0,Charles Jones,0.0,0.0,1.0,0.0,0.7,0.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0
2725,1987.0,80.0,PG,977.0,36.0,Magic Johnson*,683.0,138.0,1909.0,504.0,20.0,3.1725000000000003,23.1725,23.8625,12.2125,6.3,0.45,1.725,8.5375
1741,1984.0,16.0,PG,22.0,0.0,Walker Russell,14.0,4.0,41.0,19.0,2.15625,0.55,2.70625,2.5625,1.375,1.1875,0.0,0.25,0.875
2920,1987.0,80.0,SG,354.0,18.0,Gerald Wilkins,633.0,88.0,1527.0,294.0,15.037499999999998,1.8675,16.904999999999998,19.0875,4.425,3.675,0.225,1.1,7.9125
1724,1984.0,48.0,PG,214.0,20.0,Micheal Ray,243.0,103.0,576.0,172.0,9.797916666666667,2.202083333333333,12.0,12.0,4.458333333333333,3.583333333333333,0.4166666666666667,2.145833333333333,5.0625
3045,1988.0,79.0,SG,206.0,30.0,Craig Ehlo,226.0,82.0,563.0,274.0,5.7962025316455685,1.8126582278481012,7.608860759493671,7.1265822784810124,2.607594936708861,3.4683544303797467,0.37974683544303794,1.0379746835443038,2.8607594936708862
2889,1987.0,79.0,SF,243.0,11.0,Kelly Tripucka,291.0,85.0,798.0,242.0,8.054430379746835,1.5898734177215192,9.644303797468352,10.10126582278481,3.075949367088608,3.0632911392405062,0.13924050632911392,1.0759493670886076,3.683544303797469
817,1982.0,81.0,SF,319.0,141.0,Julius Erving*,780.0,161.0,1974.0,557.0,18.809876543209874,3.869135802469136,22.679012345679013,24.37037037037037,3.938271604938272,6.876543209876544,1.7407407407407407,1.9876543209876545,9.629629629629632
1545,1984.0,46.0,SF,30.0,10.0,Charles Davis,103.0,14.0,231.0,103.0,3.8695652173913038,1.0521739130434784,4.9217391304347835,5.021739130434782,0.6521739130434783,2.239130434782609,0.21739130434782608,0.3043478260869565,2.239130434782609
2193,1986.0,80.0,SG,405.0,7.0,Danny Ainge,353.0,94.0,855.0,235.0,8.934999999999997,1.55375,10.48875,10.6875,5.0625,2.9375,0.0875,1.175,4.4125
3190,1988.0,3.0,SF,1.0,0.0,Andre Moore,2.0,0.0,4.0,2.0,1.0666666666666669,0.26666666666666666,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666
3312,1988.0,74.0,SF,56.0,47.0,Terry Tyler,184.0,43.0,410.0,242.0,4.278378378378378,1.6729729729729732,5.951351351351351,5.54054054054054,0.7567567567567568,3.27027027027027,0.6351351351351351,0.581081081081081,2.4864864864864864
2547,1986.0,77.0,PG,453.0,15.0,Gus Williams,434.0,96.0,1036.0,166.0,11.158441558441556,1.2948051948051948,12.45324675324675,13.454545454545455,5.883116883116883,2.1558441558441563,0.1948051948051948,1.2467532467532467,5.636363636363638
2223,1986.0,17.0,C,15.0,5.0,Wallace Bryant,15.0,5.0,41.0,53.0,1.9529411764705884,1.4235294117647062,3.3764705882352946,2.411764705882353,0.8823529411764706,3.117647058823529,0.29411764705882354,0.29411764705882354,0.8823529411764706
348,1980.0,58.0,SG,126.0,19.0,John Williamson,359.0,36.0,845.0,99.0,11.251724137931037,0.9672413793103448,12.21896551724138,14.56896551724138,2.1724137931034484,1.7068965517241383,0.3275862068965517,0.6206896551724138,6.189655172413793
3138,1988.0,53.0,C,47.0,58.0,Greg Kite,92.0,19.0,224.0,264.0,3.3094339622641504,2.4283018867924526,5.737735849056604,4.226415094339623,0.8867924528301887,4.981132075471698,1.0943396226415094,0.3584905660377358,1.7358490566037736
616,1981.0,73.0,SG,106.0,13.0,Sonny Parker,191.0,67.0,476.0,194.0,5.116438356164384,1.3917808219178085,6.508219178082192,6.520547945205481,1.452054794520548,2.6575342465753424,0.1780821917808219,0.9178082191780822,2.616438356164384
1109,1983.0,19.0,SG,14.0,3.0,Billy Ray,55.0,14.0,123.0,19.0,4.9684210526315775,0.6684210526315789,5.636842105263157,6.473684210526316,0.7368421052631579,1.0,0.15789473684210525,0.7368421052631579,2.8947368421052637
2544,1986.0,27.0,C,18.0,10.0,Jeff Wilkins,51.0,8.0,130.0,127.0,3.6925925925925926,2.081481481481481,5.774074074074074,4.814814814814816,0.6666666666666666,4.703703703703703,0.3703703703703704,0.2962962962962963,1.8888888888888888
3714,1989.0,29.0,SG,60.0,8.0,Derek Smith,111.0,19.0,289.0,81.0,7.772413793103447,1.3965517241379308,9.168965517241382,9.965517241379311,2.0689655172413794,2.7931034482758617,0.27586206896551724,0.6551724137931034,3.827586206896552
2778,1987.0,56.0,SG,93.0,7.0,Kevin McKenna,153.0,54.0,401.0,77.0,5.617857142857144,0.8767857142857142,6.494642857142857,7.1607142857142865,1.6607142857142858,1.375,0.125,0.9642857142857144,2.7321428571428568
943,1982.0,81.0,C,142.0,125.0,Moses Malone*,945.0,76.0,2520.0,1188.0,23.295061728395066,6.611111111111112,29.906172839506173,31.11111111111111,1.7530864197530864,14.666666666666664,1.5432098765432098,0.9382716049382716,11.666666666666664
1946,1985.0,79.0,PG,559.0,9.0,Gerald Henderson,427.0,140.0,1062.0,190.0,11.365822784810126,1.5278481012658227,12.893670886075947,13.443037974683545,7.075949367088607,2.4050632911392404,0.1139240506329114,1.7721518987341771,5.405063291139242
1975,1985.0,31.0,C-PF,26.0,79.0,Charles Jones,67.0,22.0,174.0,184.0,4.312903225806451,3.3516129032258064,7.664516129032258,5.612903225806452,0.8387096774193549,5.935483870967742,2.548387096774193,0.7096774193548387,2.161290322580645
1032,1982.0,82.0,SG,206.0,9.0,Jim Spanarkel,270.0,86.0,827.0,210.0,7.891463414634146,1.3719512195121952,9.263414634146342,10.085365853658537,2.5121951219512195,2.5609756097560976,0.1097560975609756,1.0487804878048779,3.2926829268292686
1532,1984.0,81.0,C,76.0,106.0,Wayne Cooper,304.0,26.0,793.0,476.0,7.416049382716047,2.8395061728395063,10.255555555555556,9.790123456790123,0.9382716049382716,5.876543209876544,1.308641975308642,0.32098765432098764,3.7530864197530867
2470,1986.0,76.0,SG,164.0,15.0,Byron Scott,507.0,85.0,1174.0,189.0,11.911842105263155,1.3894736842105264,13.301315789473687,15.447368421052632,2.1578947368421053,2.486842105263158,0.1973684210526316,1.118421052631579,6.671052631578947
778,1982.0,82.0,PG,319.0,24.0,Darwin Cook,387.0,146.0,899.0,155.0,8.924390243902439,1.3780487804878048,10.302439024390242,10.96341463414634,3.890243902439024,1.8902439024390243,0.2926829268292683,1.7804878048780488,4.719512195121951
2081,1985.0,70.0,C,52.0,167.0,Tree Rollins,186.0,35.0,439.0,442.0,4.8042857142857125,3.3914285714285715,8.195714285714285,6.2714285714285705,0.7428571428571429,6.314285714285713,2.3857142857142857,0.5,2.657142857142857
2390,1986.0,74.0,C,90.0,71.0,Moses Malone*,571.0,67.0,1759.0,872.0,17.65405405405405,5.2729729729729735,22.927027027027027,23.77027027027027,1.2162162162162162,11.783783783783786,0.9594594594594594,0.9054054054054054,7.716216216216216
3486,1989.0,82.0,PG,709.0,11.0,Sleepy Floyd,396.0,124.0,1162.0,306.0,12.131707317073168,1.9865853658536583,14.118292682926828,14.170731707317074,8.646341463414632,3.731707317073171,0.13414634146341464,1.5121951219512195,4.829268292682927
1827,1985.0,79.0,C,249.0,162.0,Kareem Abdul-Jabbar*,723.0,63.0,1735.0,622.0,16.91898734177215,4.00379746835443,20.922784810126586,21.962025316455694,3.151898734177215,7.8734177215189876,2.050632911392405,0.7974683544303798,9.151898734177216
1502,1984.0,38.0,PF,16.0,0.0,Tom Boswell,28.0,9.0,73.0,64.0,1.5026315789473683,0.7447368421052631,2.247368421052632,1.9210526315789476,0.42105263157894735,1.6842105263157894,0.0,0.2368421052631579,0.7368421052631579
3212,1988.0,72.0,C,53.0,56.0,Kurt Nimphius,128.0,22.0,316.0,153.0,3.3972222222222217,1.1749999999999998,4.572222222222221,4.388888888888889,0.7361111111111112,2.125,0.7777777777777778,0.3055555555555556,1.7777777777777777
1998,1985.0,1.0,C,0.0,0.0,Tom LaGarde,0.0,0.0,1.0,2.0,0.7,0.8,1.5,1.0,0.0,2.0,0.0,0.0,0.0
2865,1987.0,44.0,SG,57.0,0.0,Terence Stansbury,67.0,13.0,176.0,24.0,3.2113636363636364,0.3068181818181819,3.5181818181818176,4.0,1.2954545454545454,0.5454545454545454,0.0,0.2954545454545455,1.5227272727272727
517,1981.0,10.0,PF,1.0,5.0,Lee Johnson,7.0,0.0,17.0,20.0,1.2799999999999998,0.95,2.2299999999999995,1.7,0.1,2.0,0.5,0.0,0.7
2521,1986.0,43.0,C,8.0,10.0,Granville Waiters,13.0,4.0,27.0,28.0,0.5069767441860464,0.3581395348837209,0.8651162790697673,0.627906976744186,0.18604651162790695,0.6511627906976745,0.2325581395348837,0.09302325581395347,0.3023255813953488
3115,1988.0,18.0,PG,41.0,1.0,Jay Humphries,20.0,20.0,49.0,23.0,2.4722222222222223,0.8611111111111112,3.333333333333333,2.7222222222222223,2.2777777777777777,1.2777777777777777,0.05555555555555555,1.1111111111111112,1.1111111111111112
2716,1987.0,19.0,PG,101.0,0.0,Geoff Huston,55.0,14.0,129.0,17.0,6.105263157894738,0.5789473684210527,6.684210526315789,6.789473684210527,5.315789473684211,0.8947368421052632,0.0,0.7368421052631579,2.8947368421052637
2028,1985.0,45.0,C,6.0,8.0,Mark McNamara,40.0,7.0,112.0,74.0,1.8577777777777775,0.7577777777777778,2.6155555555555554,2.4888888888888894,0.13333333333333333,1.6444444444444444,0.17777777777777778,0.15555555555555556,0.8888888888888888
3085,1988.0,44.0,SG,70.0,6.0,Steve Harris,189.0,42.0,452.0,105.0,7.938636363636363,1.2818181818181815,9.220454545454542,10.272727272727273,1.5909090909090908,2.386363636363636,0.13636363636363635,0.9545454545454546,4.295454545454546
1636,1984.0,79.0,PF,234.0,28.0,Clark Kellogg,619.0,121.0,1506.0,719.0,14.720253164556965,4.206329113924052,18.92658227848101,19.063291139240505,2.9620253164556964,9.10126582278481,0.35443037974683544,1.5316455696202531,7.8354430379746836
973,1982.0,80.0,SG,89.0,4.0,Carl Nicks,252.0,66.0,589.0,161.0,5.691249999999998,1.0675,6.758749999999999,7.3625,1.1125,2.0125,0.05,0.825,3.15
1451,1983.0,82.0,SF,199.0,22.0,Wally Walker,362.0,37.0,797.0,373.0,7.730487804878049,2.035365853658537,9.765853658536585,9.719512195121949,2.426829268292683,4.548780487804878,0.2682926829268293,0.451219512195122,4.414634146341464
1212,1983.0,78.0,PG,697.0,4.0,Rickey Green,464.0,220.0,1115.0,223.0,12.388461538461538,2.005128205128205,14.393589743589745,14.294871794871796,8.935897435897436,2.858974358974359,0.05128205128205128,2.8205128205128207,5.94871794871795
339,1980.0,32.0,C,18.0,11.0,Jerome Whitehead,31.0,7.0,67.0,97.0,1.675,1.38125,3.0562500000000004,2.09375,0.5625,3.03125,0.34375,0.21875,0.96875
2389,1986.0,81.0,PF,236.0,44.0,Karl Malone*,504.0,105.0,1203.0,718.0,11.601234567901232,4.097530864197529,15.698765432098766,14.851851851851851,2.9135802469135803,8.864197530864198,0.5432098765432098,1.2962962962962965,6.222222222222222
2812,1987.0,82.0,PG,467.0,8.0,John Paxson,386.0,66.0,930.0,139.0,9.548780487804876,0.9487804878048779,10.497560975609755,11.341463414634148,5.695121951219512,1.695121951219512,0.0975609756097561,0.8048780487804879,4.7073170731707314
3346,1988.0,78.0,SF,224.0,47.0,Dominique Wilkins*,909.0,103.0,2397.0,502.0,23.251282051282054,3.151282051282052,26.402564102564106,30.73076923076923,2.8717948717948723,6.435897435897436,0.6025641025641025,1.3205128205128205,11.653846153846152
1767,1984.0,82.0,PG,914.0,33.0,Isiah Thomas*,669.0,204.0,1748.0,327.0,17.967073170731705,2.46219512195122,20.429268292682927,21.317073170731707,11.146341463414632,3.987804878048781,0.4024390243902439,2.4878048780487805,8.158536585365852
3154,1988.0,81.0,SG,173.0,11.0,John Long,417.0,84.0,1034.0,229.0,9.877777777777775,1.4827160493827158,11.360493827160491,12.76543209876543,2.135802469135802,2.8271604938271606,0.13580246913580246,1.037037037037037,5.148148148148149
2327,1986.0,82.0,SF,102.0,112.0,Roy Hinson,621.0,62.0,1606.0,639.0,14.715853658536586,3.7536585365853674,18.469512195121947,19.585365853658537,1.2439024390243902,7.792682926829267,1.3658536585365857,0.7560975609756098,7.573170731707318
1236,1983.0,76.0,SG,275.0,4.0,Craig Hodges,318.0,82.0,750.0,122.0,8.049999999999999,0.9815789473684212,9.03157894736842,9.868421052631579,3.6184210526315783,1.6052631578947367,0.05263157894736842,1.0789473684210529,4.1842105263157885
1642,1984.0,75.0,SF,160.0,6.0,Billy Knight,358.0,54.0,963.0,255.0,9.891999999999998,1.6,11.491999999999996,12.84,2.1333333333333333,3.4,0.08,0.72,4.773333333333333
1840,1985.0,82.0,PF,155.0,80.0,Charles Barkley*,427.0,95.0,1148.0,703.0,10.698780487804877,4.069512195121951,14.768292682926829,14.0,1.8902439024390243,8.573170731707316,0.975609756097561,1.1585365853658536,5.2073170731707314
1550,1984.0,43.0,PF,45.0,8.0,Kenny Dennard,36.0,23.0,90.0,101.0,1.7581395348837208,1.1558139534883722,2.913953488372093,2.0930232558139537,1.0465116279069768,2.3488372093023258,0.18604651162790695,0.5348837209302325,0.8372093023255814
3576,1989.0,80.0,PF,107.0,9.0,Larry Krystkowiak,362.0,93.0,1017.0,610.0,9.61875,3.4325,13.05125,12.7125,1.3375,7.625,0.1125,1.1625,4.525
3562,1989.0,79.0,PF,102.0,14.0,Tim Kempton,171.0,41.0,484.0,304.0,4.763291139240506,1.7481012658227848,6.51139240506329,6.1265822784810124,1.2911392405063291,3.848101265822785,0.17721518987341772,0.5189873417721519,2.1645569620253164
2177,1985.0,19.0,SG,35.0,5.0,Michael Wilson,36.0,14.0,99.0,31.0,4.205263157894737,0.9526315789473684,5.157894736842105,5.2105263157894735,1.8421052631578947,1.631578947368421,0.2631578947368421,0.7368421052631579,1.8947368421052633
1542,1984.0,82.0,SG,254.0,11.0,Quintin Dailey,583.0,109.0,1491.0,235.0,14.058536585365855,1.5853658536585369,15.64390243902439,18.182926829268293,3.097560975609756,2.865853658536585,0.13414634146341464,1.329268292682927,7.109756097560974
1231,1983.0,82.0,PG,195.0,3.0,Gerald Henderson,286.0,95.0,671.0,124.0,6.552439024390242,0.9634146341463414,7.515853658536584,8.182926829268293,2.3780487804878048,1.5121951219512195,0.03658536585365853,1.1585365853658536,3.4878048780487805
2385,1986.0,77.0,PF,84.0,24.0,Maurice Lucas,302.0,45.0,785.0,566.0,7.746753246753247,3.2090909090909085,10.955844155844156,10.194805194805195,1.0909090909090908,7.350649350649349,0.3116883116883117,0.5844155844155844,3.9220779220779214
3329,1988.0,15.0,SG,34.0,0.0,Duane Washington,18.0,12.0,54.0,22.0,3.0933333333333333,0.8266666666666667,3.92,3.6,2.2666666666666666,1.4666666666666666,0.0,0.8,1.2
3374,1989.0,77.0,PG,490.0,11.0,Michael Adams,468.0,166.0,1424.0,283.0,14.825974025974025,2.15974025974026,16.985714285714284,18.49350649350649,6.363636363636362,3.6753246753246747,0.14285714285714285,2.1558441558441563,6.077922077922077
2623,1987.0,43.0,PG,116.0,6.0,Steve Colter,120.0,37.0,293.0,66.0,5.588372093023256,0.9139534883720932,6.5023255813953496,6.813953488372092,2.697674418604651,1.5348837209302326,0.13953488372093026,0.8604651162790697,2.7906976744186047
452,1981.0,71.0,PG,167.0,4.0,Mike Evans,134.0,34.0,320.0,87.0,3.8140845070422538,0.6507042253521127,4.464788732394366,4.507042253521127,2.352112676056338,1.2253521126760565,0.056338028169014086,0.4788732394366197,1.887323943661972
3704,1989.0,60.0,C,21.0,18.0,Charles Shackleford,83.0,15.0,187.0,153.0,2.39,1.185,3.575,3.1166666666666667,0.35,2.55,0.3,0.25,1.3833333333333333
2788,1987.0,62.0,C,22.0,13.0,Paul Mokeski,52.0,18.0,150.0,138.0,1.848387096774193,1.0403225806451613,2.888709677419355,2.419354838709677,0.3548387096774194,2.225806451612903,0.20967741935483872,0.2903225806451613,0.8387096774193549
257,1980.0,82.0,SF,254.0,32.0,Sonny Parker,483.0,173.0,1203.0,464.0,11.478048780487804,3.0134146341463417,14.491463414634143,14.670731707317074,3.097560975609756,5.6585365853658525,0.3902439024390244,2.109756097560976,5.890243902439026
